freq,size_emp,nace_r2,indic_is,unit,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,10-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,NO	: 	: 	67.83 	67.03 	63.00 	64.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,PL	: 	: 	36.24 	37.44 	36.59 	37.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,PT	: 	: 	32.34 	36.93 	36.95 	37.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,RO	: 	: 	27.01 	28.98 	29.20 	29.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,RS	: 	: 	: 	: 	44.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,SE	: 	: 	66.19 	69.23 	69.08 	70.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,SI	: 	: 	50.04 	48.57 	48.51 	49.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,SK	: 	: 	44.02 	46.31 	42.69 	44.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,TR	: 	: 	: 	: 	: 	27.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,UK	: 	: 	51.24 	57.26 	57.63 	56.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,AT	43.76 	: 	44.43 	44.92 	46.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,BA	: 	: 	: 	: 	: 	: 	: 	: 	43.84 	44.53 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,BE	59.74 	49.75 	46.63 	: u	: u	51.89 	53.76 	56.51 	56.77 	58.02 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,BG	26.57 	25.72 	28.69 	30.04 	30.87 	31.21 	30.81 	32.04 	33.28 	32.33 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,CY	39.28 	40.19 	43.77 	42.92 	49.82 	50.31 	53.44 	54.35 	51.85 	52.07 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,CZ	38.50 	41.06 	42.82 	44.47 	46.74 	44.75 	47.31 	45.94 	46.78 	52.25 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,DE	51.95 	53.54 	54.80 	55.51 	: 	: 	54.46 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,DK	: 	: 	: 	: 	: 	68.25 	: 	: 	100.00 	100.00 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,EA	46.85 	48.14 	48.46 	49.86 	48.02 	49.68 	52.11 	52.21 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,EE	45.61 	44.59 	46.33 	45.00 	44.92 	44.94 	46.45 	47.40 	48.39 	48.35 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,EL	40.91 	42.89 	43.59 	42.91 	43.49 	39.90 	41.86 	40.31 	39.37 	37.79 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,ES	47.16 	47.91 	49.56 	50.75 	51.35 	54.00 	53.24 	55.13 	53.71 	55.75 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,EU15	47.02 	48.07 	48.90 	51.46 	49.85 	51.13 	53.45 	54.73 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,EU25	45.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,EU27_2007	44.38 	45.91 	46.57 	48.77 	46.29 	47.45 	49.66 	50.37 	51.51 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,EU27_2020	44.15 	45.62 	45.82 	47.14 	44.36 	45.92 	48.18 	48.62 	49.05 	49.89 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,EU28	44.39 	45.94 	46.59 	48.77 	46.29 	47.46 	49.66 	50.37 	51.50 	51.80 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,FI	62.69 	64.71 	63.93 	64.91 	66.31 	67.14 	68.24 	67.26 	68.32 	69.83 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,FR	48.59 	49.18 	47.93 	49.81 	48.04 	49.17 	: 	50.95 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,HR	45.50 	52.83 	49.41 	: 	46.20 	49.27 	49.89 	50.84 	50.88 	48.90 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,HU	36.23 	38.93 	39.48 	40.70 	40.39 	38.71 	42.69 	43.87 	43.63 	42.15 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,IE	50.74 	51.30 	51.87 	54.46 	56.30 	55.47 	56.18 	55.63 	53.42 	53.27 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,IS	98.45 	: 	: 	: 	: 	: 	: 	: 	100.00 	100.00 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,IT	37.93 	39.63 	40.68 	41.31 	41.70 	44.10 	45.31 	47.85 	52.56 	54.01 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,LT	33.86 	42.13 	43.18 	44.35 	40.92 	42.97 	42.89 	45.46 	49.36 	52.23 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,LV	29.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,ME	: 	: 	: 	: 	: 	: 	58.22 	56.63 	54.13 	52.34 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,MK	36.53 	36.57 	38.30 	37.36 	38.71 	39.57 	40.41 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,MT	49.43 	47.82 	48.56 	51.05 	52.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,NL	60.08 	61.08 	57.71 	60.32 	61.74 	63.26 	64.66 	71.68 	70.84 	70.27 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,NO	62.00 	68.07 	67.75 	66.46 	64.22 	65.17 	67.29 	68.46 	68.33 	69.62 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,PL	37.10 	38.34 	39.03 	39.39 	37.57 	37.76 	38.64 	39.92 	39.94 	42.44 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,PT	36.55 	34.06 	34.71 	40.65 	39.52 	40.55 	42.21 	41.04 	42.50 	43.61 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,RO	23.95 	30.34 	25.08 	27.68 	26.53 	27.21 	26.77 	24.87 	26.86 	23.61 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,RS	: 	: 	: 	: 	55.86 	: 	: 	53.64 	51.57 	50.30 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,SE	61.35 	: 	: 	: 	: 	: 	: 	72.36 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,SI	53.84 	54.33 	56.24 	54.86 	56.88 	55.67 	54.62 	55.26 	55.91 	55.94 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,SK	47.70 	51.41 	51.78 	53.32 	47.78 	50.61 	48.53 	50.09 	47.63 	47.60 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,TR	92.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP,UK	45.79 	47.89 	51.20 	60.08 	56.99 	53.70 	57.86 	59.27 	61.73 	59.98 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,AT	: 	: 	44.91 	45.55 	47.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,BE	: 	: 	47.51 	: u	: u	51.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,BG	: 	: 	31.50 	32.69 	32.95 	33.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,CY	: 	: 	44.96 	44.64 	51.13 	51.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,CZ	: 	: 	44.13 	45.76 	47.50 	45.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,DE	: 	: 	56.17 	56.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,DK	: 	: 	: 	: 	: 	68.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EA	: 	: 	49.37 	50.63 	48.61 	50.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EE	: 	: 	47.53 	45.98 	46.25 	46.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EL	: 	: 	46.27 	46.50 	47.42 	44.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,ES	: 	: 	50.53 	51.57 	51.91 	54.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EU15	: 	: 	49.92 	52.42 	50.78 	51.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EU27_2007	: 	: 	48.02 	50.19 	47.72 	48.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EU27_2020	: 	: 	47.25 	48.46 	45.62 	47.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EU28	: 	: 	48.04 	50.19 	47.72 	48.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,FI	: 	: 	63.93 	64.91 	66.31 	67.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,FR	: 	: 	48.20 	50.00 	48.24 	49.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,HR	: 	: 	50.90 	: 	47.84 	56.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,HU	: 	: 	41.61 	43.26 	42.32 	41.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,IE	: 	: 	54.20 	56.46 	57.02 	56.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,IT	: 	: 	41.68 	42.01 	42.40 	44.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,LT	: 	: 	43.29 	44.48 	40.92 	42.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,MK	: 	: 	41.40 	39.49 	40.76 	41.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,MT	: 	: 	49.97 	52.91 	54.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,NL	: 	: 	57.71 	60.32 	61.74 	63.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,NO	: 	: 	69.08 	67.84 	65.20 	66.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,PL	: 	: 	40.81 	41.18 	39.44 	39.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,PT	: 	: 	35.32 	41.34 	39.87 	40.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,RO	: 	: 	30.44 	33.17 	30.27 	30.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,RS	: 	: 	: 	: 	55.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,SI	: 	: 	57.32 	56.07 	57.94 	56.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,SK	: 	: 	52.73 	53.96 	48.70 	51.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,UK	: 	: 	52.83 	62.26 	59.55 	55.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28.40 	31.59 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,AT	39.96 	: 	40.07 	41.45 	43.74 	46.71 	47.79 	50.71 	51.70 	54.32 	59.27 	61.21 	61.51 	59.57 	65.10 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,BA	: 	: 	: 	: 	: 	: 	: 	: 	40.79 	41.94 	42.64 	50.06 	49.28 	53.38 	56.78 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,BE	51.61 	43.48 	41.75 	: u	: u	46.67 	48.71 	52.77 	53.39 	54.00 	61.32 	62.97 	63.90 	65.43 	65.02 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,BG	23.32 	22.50 	24.79 	26.78 	27.08 	28.42 	27.67 	29.00 	30.60 	29.94 	35.17 	37.96 	42.72 	40.63 	43.25 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,CY	32.53 	33.82 	37.37 	37.03 	42.40 	43.65 	45.56 	46.97 	47.20 	47.43 	49.30 	54.78 	58.37 	57.74 	56.24 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,CZ	36.09 	38.14 	40.00 	41.52 	44.22 	42.54 	44.23 	43.48 	44.30 	48.51 	51.46 	48.87 	50.02 	54.28 	55.19 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,DE	45.05 	47.91 	48.78 	50.00 	47.00 	48.27 	50.00 	49.45 	54.29 	55.65 	56.77 	59.32 	60.28 	61.07 	62.77 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,DK	59.44 	: 	60.54 	62.44 	67.39 	68.25 	69.14 	69.41 	70.82 	71.86 	72.88 	73.55 	77.73 	76.36 	77.04 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,EA	40.83 	42.40 	43.05 	44.57 	44.19 	45.96 	47.08 	48.67 	51.22 	52.40 	55.18 	57.02 	58.34 	58.76 	60.04 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,EE	43.93 	43.01 	44.51 	43.88 	42.87 	43.08 	44.93 	45.43 	46.54 	46.62 	47.80 	54.01 	54.36 	55.93 	57.79 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,EL	35.37 	34.06 	37.19 	38.15 	38.09 	34.66 	36.65 	36.17 	36.86 	35.02 	43.08 	42.28 	40.75 	45.40 	48.48 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,ES	40.87 	42.00 	43.80 	44.49 	44.82 	48.99 	48.13 	49.98 	49.92 	51.61 	56.09 	59.14 	57.50 	57.72 	58.68 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,EU15	41.43 	42.79 	44.10 	46.93 	46.60 	47.56 	49.34 	50.77 	53.46 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,EU25	40.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,EU27_2007	39.25 	40.58 	42.07 	44.57 	43.82 	44.84 	46.38 	47.70 	49.90 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,EU27_2020	38.99 	40.62 	41.54 	43.16 	42.38 	43.97 	45.08 	46.50 	48.54 	49.83 	53.28 	55.24 	56.69 	57.50 	58.89 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,EU28	39.24 	40.62 	42.08 	44.61 	43.82 	44.86 	46.39 	47.70 	49.89 	50.81 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,FI	59.31 	60.33 	59.80 	61.58 	63.42 	64.35 	65.25 	64.85 	65.97 	67.94 	75.29 	78.51 	81.61 	80.52 	81.67 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,FR	42.04 	41.86 	42.10 	44.40 	43.27 	44.24 	44.86 	47.19 	51.55 	51.97 	53.34 	53.29 	54.38 b	55.12 	57.96 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,HR	38.45 	46.45 	44.44 	51.26 	44.85 	46.98 	46.91 	48.45 	48.89 	46.77 	50.92 	58.59 	58.40 	58.06 	59.89 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,HU	30.45 	30.54 	33.40 	33.41 	34.84 	33.49 	37.46 	39.03 	39.05 	38.79 	41.70 	47.26 	51.67 	57.19 	59.62 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,IE	44.84 	45.27 	46.24 	49.78 	46.94 	45.94 	44.96 	46.09 	43.17 	46.54 	54.40 	54.87 	57.12 	60.42 	58.88 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,IS	96.45 	: 	99.31 	98.64 	100.00 	: 	: 	: 	: 	: 	100.00 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,IT	32.13 	34.55 	35.70 	35.68 	37.64 	39.81 	41.23 	44.23 	46.68 	48.54 	51.24 	53.02 	55.27 	55.16 	54.24 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,LT	32.08 	40.42 	40.30 	42.26 	39.87 	41.56 	41.59 	43.96 	45.67 	48.60 	56.88 	60.01 	61.20 	55.90 	57.63 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,LU	50.93 	51.91 	: c	50.35 	44.81 	46.54 	46.69 	47.32 	48.87 	48.37 	55.51 	54.85 	58.67 	60.69 	59.98 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,LV	27.77 	38.29 	37.20 	38.94 	40.10 	: u	36.85 	43.12 	43.01 	41.61 	43.99 	50.67 	56.24 	57.66 	60.02 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,ME	: 	: 	: 	: 	: 	: 	38.13 	43.99 	46.00 	46.26 	50.80 	62.85 	61.96 	69.35 	62.77 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,MK	29.61 	30.09 	: u	32.09 	34.13 	36.57 	37.80 	: 	: 	: 	43.26 	48.01 	: u	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,MT	42.74 	39.55 	41.29 	44.66 	46.79 	48.83 	48.34 	49.92 	49.65 	54.39 	56.84 	55.78 	59.85 	62.90 	63.09 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,NL	55.81 	55.61 	52.32 	55.09 	58.01 	59.19 	60.97 	68.12 	67.60 	66.95 	70.63 	70.93 	77.88 	78.69 	79.57 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,NO	57.84 	62.45 	63.89 	62.74 	59.69 	61.40 	62.95 	63.84 	63.69 	66.41 	83.06 	83.47 	86.14 	89.91 	86.65 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,PL	33.60 	34.32 	35.70 	36.42 	34.58 	35.21 	35.88 	37.22 	37.04 	39.98 	49.08 	51.09 	49.71 	53.15 	53.67 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,PT	31.87 	31.17 	31.39 	37.17 	35.73 	37.14 	38.06 	38.44 	38.83 	39.76 	40.35 	42.88 	46.43 	45.96 	48.80 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,RO	21.02 	26.63 	22.48 	25.67 	24.85 	25.22 	24.28 	23.19 	24.06 	21.77 	27.13 	30.94 	33.15 	32.70 	35.83 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,RS	: 	: 	: 	: 	53.22 	: 	: 	51.32 	48.35 	47.61 	49.50 	53.68 	63.46 	57.16 	63.80 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,SE	55.00 	56.76 	62.73 	65.75 	63.52 	66.44 	67.53 	69.10 	70.08 	80.28 	81.98 	81.10 	84.24 	86.42 b	86.61 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,SI	47.81 	49.28 	51.94 	50.76 	52.90 	52.16 	52.76 	53.17 	53.44 	54.00 	54.14 	58.24 	61.53 	63.48 	64.78 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,SK	43.41 	46.54 	48.36 	51.23 	45.09 	47.90 	46.16 	47.90 	45.53 	45.60 	53.05 	56.85 	58.46 	57.98 	59.24 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,TR	28.36 	: 	: 	: 	: 	28.25 	30.16 	30.61 	29.34 	25.19 	: 	41.88 	49.69 	51.06 	48.80 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP,UK	40.73 	: 	45.51 	55.19 	54.21 	49.69 	55.49 	56.20 	59.54 	57.94 	60.14 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,AT	91.30 	: 	90.17 	92.28 	93.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,BA	: 	: 	: 	: 	: 	: 	: 	: 	93.04 	94.18 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,BE	86.38 	87.40 	89.54 	: u	: u	89.94 	90.61 	93.37 	94.05 	93.07 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,BG	87.78 	87.49 	86.43 	89.15 	87.71 	91.08 	89.80 	90.52 	91.96 	92.60 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,CY	82.82 	84.16 	85.37 	86.28 	85.10 	86.75 	85.26 	86.43 	91.03 	91.10 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,CZ	93.73 	92.90 	93.41 	93.36 	94.61 	95.06 	93.50 	94.65 	94.70 	92.84 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,DE	86.72 	89.49 	89.01 	90.07 	: 	: 	91.82 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,DK	: 	: 	: 	: 	: 	100.00 	: 	: 	70.82 	71.86 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EA	87.08 	88.00 	88.82 	89.35 	90.12 	90.76 	91.46 	92.45 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EE	96.31 	96.47 	96.08 	97.49 	95.44 	95.87 	96.73 	95.84 	96.17 	96.42 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EL	86.47 	79.41 	85.31 	88.91 	87.58 	86.85 	87.55 	89.72 	93.62 	92.67 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,ES	86.66 	87.68 	88.38 	87.67 	87.28 	90.74 	90.41 	90.67 	92.93 	92.59 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EU15	87.49 	87.91 	88.74 	89.69 	91.23 	91.31 	92.29 	93.07 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EU25	87.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EU27_2007	87.84 	88.11 	89.03 	90.02 	91.44 	91.60 	92.27 	93.07 	92.24 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EU27_2020	87.62 	88.11 	89.07 	89.68 	90.63 	91.37 	91.50 	92.68 	91.03 	91.71 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EU28	87.81 	88.11 	89.04 	90.02 	91.48 	91.63 	92.28 	93.09 	92.29 	92.78 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,FI	94.61 	93.23 	93.54 	94.88 	95.65 	95.84 	95.62 	96.42 	96.56 	97.30 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,FR	86.53 	85.10 	87.83 	89.14 	90.08 	89.97 	: 	92.61 	: 	: 	: 	: 	: 	: 	: 
