freq,size_emp,nace_r2,indic_is,unit,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,LU	: 	: 	55.06 	53.15 	43.54 	44.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,LV	: 	: 	40.41 	41.38 	41.39 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,MK	: 	: 	27.57 	25.54 	27.20 	28.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,MT	: 	: 	38.62 	40.59 	44.39 	46.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,NL	: 	: 	56.89 	58.16 	61.58 	61.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,NO	: 	: 	67.63 	67.20 	65.21 	67.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,PL	: 	: 	36.85 	37.96 	37.14 	39.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,PT	: 	: 	32.08 	35.56 	35.84 	36.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,RO	: 	: 	28.97 	31.04 	31.31 	32.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,RS	: 	: 	: 	: 	38.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,SE	: 	: 	69.94 	71.71 	71.25 	72.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,SI	: 	: 	48.65 	48.63 	47.67 	48.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,SK	: 	: 	39.09 	40.12 	38.14 	39.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,TR	: 	: 	: 	: 	: 	26.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,UK	: 	: 	51.64 	53.72 	54.79 	56.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,AT	56.38 	: 	55.96 	57.18 	60.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,BA	: 	: 	: 	: 	: 	: 	: 	: 	43.76 	41.86 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,BE	72.80 	71.71 	69.33 	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,BG	24.89 	26.60 	26.21 	27.70 	27.97 	29.66 	30.31 	30.65 	32.77 	34.16 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,CY	47.96 	50.16 	44.83 	43.14 	55.69 	46.29 	45.23 	45.89 	48.09 	45.15 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,CZ	41.61 	42.94 	42.50 	43.51 	45.73 	45.47 	45.94 	51.40 	52.93 	56.04 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,DE	66.73 	66.97 	66.80 	65.40 	: 	: 	64.12 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,DK	: 	: 	: 	: 	: 	73.06 	: 	: 	100.00 	100.00 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,EA	59.95 	60.67 	60.89 	61.48 	60.53 	61.93 	61.09 	61.60 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,EE	47.70 	49.90 	48.91 	49.05 	45.34 	46.13 	47.11 	49.56 	52.59 	52.37 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,EL	38.98 	41.16 	32.67 	42.68 	45.38 	43.58 	42.70 	46.76 	43.93 	45.63 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,ES	61.87 	55.96 	59.99 	60.43 	61.27 	61.34 	61.64 	61.64 	62.35 	60.96 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,EU15	60.60 	60.91 	61.59 	60.97 	60.21 	62.85 	61.44 	62.81 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,EU25	58.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,EU27_2007	56.96 	57.54 	58.35 	58.01 	56.59 	58.74 	58.26 	59.54 	59.29 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,EU27_2020	56.26 	56.70 	57.19 	57.95 	55.77 	57.38 	57.34 	58.64 	57.67 	58.15 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,EU28	56.89 	57.39 	58.24 	58.01 	56.49 	58.67 	58.21 	59.47 	59.23 	60.35 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,FI	74.64 	75.15 	75.47 	75.44 	79.44 	82.54 	79.66 	84.75 	82.08 	83.62 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,FR	58.64 	63.17 	62.01 	64.73 	65.09 	69.06 	: 	65.91 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,HR	45.53 	44.51 	45.13 	: 	45.46 	50.97 	51.49 	50.88 	53.47 	54.43 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,HU	42.24 	44.20 	45.86 	46.76 	48.14 	46.96 	49.81 	51.31 	55.15 	55.11 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,IE	61.16 	56.29 	58.34 	60.32 	60.37 	59.19 	59.28 	56.69 	64.83 	64.28 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,IS	100.00 	: 	: 	: 	: 	: 	: 	: 	100.00 	100.00 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,IT	46.62 	47.46 	49.40 	49.61 	49.50 	50.49 	51.50 	51.47 	55.24 	56.65 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,LT	29.33 	33.30 	45.34 	43.62 	42.98 	41.07 	42.12 	44.27 	45.70 	49.69 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,LV	29.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,ME	: 	: 	: 	: 	: 	: 	61.54 	68.44 	68.27 	69.39 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,MK	26.13 	26.58 	28.94 	26.85 	29.65 	30.82 	29.63 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,MT	48.58 	48.80 	51.04 	53.64 	58.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,NL	65.29 	66.89 	66.30 	67.71 	69.80 	69.40 	68.48 	72.81 	73.67 	72.57 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,NO	71.14 	73.12 	72.74 	73.59 	74.45 	78.15 	81.06 	82.58 	78.14 	81.99 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,PL	45.91 	46.81 	47.91 	48.75 	46.72 	48.91 	49.87 	51.26 	51.13 	52.62 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,PT	36.47 	37.92 	39.08 	39.80 	41.52 	42.00 	42.89 	44.60 	44.13 	45.54 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,RO	31.62 	36.39 	37.21 	38.76 	39.27 	39.18 	40.27 	46.36 	49.03 	45.95 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,RS	: 	: 	: 	: 	39.16 	: 	: 	48.14 	48.61 	54.37 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,SE	76.28 	: 	: 	: 	: 	: 	: 	82.24 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,SI	52.98 	56.13 	56.71 	58.82 	55.48 	56.18 	57.61 	60.75 	62.50 	59.67 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,SK	44.69 	44.30 	49.66 	46.43 	47.58 	49.60 	50.95 	53.30 	54.73 	55.90 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,TR	99.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP,UK	59.63 	60.40 	62.87 	58.25 	58.59 	62.66 	60.98 	61.85 	62.76 	65.28 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,AT	: 	: 	55.96 	57.18 	60.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,BE	: 	: 	69.47 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,BG	: 	: 	26.50 	27.80 	28.06 	29.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,CY	: 	: 	44.83 	43.14 	55.69 	46.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,CZ	: 	: 	42.60 	43.64 	45.94 	45.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,DE	: 	: 	66.93 	65.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,DK	: 	: 	: 	: 	: 	73.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EA	: 	: 	60.97 	61.52 	60.59 	61.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EE	: 	: 	48.91 	49.05 	45.34 	46.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EL	: 	: 	32.91 	42.73 	45.43 	43.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,ES	: 	: 	60.09 	60.52 	61.43 	61.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EU15	: 	: 	61.68 	61.04 	60.31 	62.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EU27_2007	: 	: 	58.46 	58.10 	56.73 	58.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EU27_2020	: 	: 	57.30 	58.02 	55.88 	57.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EU28	: 	: 	58.36 	58.10 	56.62 	58.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,FI	: 	: 	75.47 	75.44 	79.44 	82.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,FR	: 	: 	62.01 	64.73 	65.09 	69.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,HR	: 	: 	45.49 	: 	45.46 	50.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,HU	: 	: 	45.94 	46.91 	48.21 	47.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,IE	: 	: 	58.34 	60.64 	60.73 	59.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,IT	: 	: 	49.47 	49.66 	49.52 	50.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,LT	: 	: 	45.34 	43.62 	42.98 	41.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,MK	: 	: 	29.36 	27.17 	29.88 	31.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,MT	: 	: 	52.80 	55.46 	60.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,NL	: 	: 	66.30 	67.71 	69.80 	69.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,NO	: 	: 	72.97 	74.55 	74.45 	78.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,PL	: 	: 	47.94 	48.78 	46.87 	49.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,PT	: 	: 	39.08 	39.80 	41.52 	42.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,RO	: 	: 	37.72 	39.20 	39.69 	39.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,RS	: 	: 	: 	: 	39.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,SI	: 	: 	56.80 	58.82 	55.48 	56.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,SK	: 	: 	49.78 	46.63 	47.92 	49.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,UK	: 	: 	63.04 	58.43 	58.79 	62.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29.94 	33.58 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,AT	42.60 	: 	45.99 	45.11 	49.70 	55.51 	56.83 	58.99 	58.24 	60.64 	66.48 	67.40 	70.30 	69.92 	71.66 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,BA	: 	: 	: 	: 	: 	: 	: 	: 	37.27 	35.51 	34.61 	40.08 	44.37 	42.50 	46.27 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,BE	56.06 	53.30 	54.86 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,BG	17.84 	19.90 	20.84 	21.55 	21.78 	22.57 	24.52 	25.71 	27.64 	28.66 	33.65 	36.61 	39.77 	39.89 	43.20 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,CY	37.99 	39.86 	34.56 	36.45 	41.28 	38.35 	34.56 	37.09 	39.60 	38.33 	40.64 	45.67 	51.45 	50.21 	51.85 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,CZ	28.44 	29.80 	30.61 	32.03 	33.71 	33.69 	35.04 	40.48 	41.97 	44.16 	49.35 	51.63 	53.52 	53.89 	56.82 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,DE	51.03 	54.64 	55.02 	53.19 	55.93 	54.56 	55.72 	58.47 	61.84 	62.82 	61.02 	60.82 	62.96 	67.19 	68.59 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,DK	67.24 	: 	63.77 	67.89 	73.15 	73.06 	75.46 	77.01 	79.27 	80.88 	80.35 	76.42 	80.46 	79.37 	79.87 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,EA	46.25 	47.89 	48.79 	49.87 	52.32 	53.21 	54.30 	55.91 	59.08 	59.97 	60.99 	61.92 	64.39 	65.32 	66.17 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,EE	42.77 	46.09 	44.02 	45.68 	40.61 	40.78 	43.10 	44.66 	48.78 	47.26 	52.05 	53.94 	54.40 	56.76 	59.35 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,EL	31.66 	29.77 	24.33 	32.52 	32.79 	37.21 	36.24 	38.36 	36.29 	39.82 	44.76 	42.78 	50.45 	48.87 	53.02 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,ES	46.45 	43.03 	49.20 	48.81 	48.63 	48.60 	50.07 	50.38 	51.88 	51.33 	54.66 	56.86 	61.53 	60.67 	63.85 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,EU15	47.78 	49.02 	50.53 	51.28 	53.52 	55.20 	55.67 	57.36 	60.12 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,EU25	45.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,EU27_2007	44.60 	45.20 	47.54 	48.40 	50.30 	51.98 	52.55 	54.32 	56.84 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,EU27_2020	43.75 	45.06 	46.52 	47.72 	49.64 	50.81 	51.77 	53.59 	56.28 	57.57 	59.37 	60.70 	63.21 	64.42 	65.62 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,EU28	44.54 	45.06 	47.44 	48.36 	50.23 	51.93 	52.48 	54.24 	56.75 	58.24 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,FI	66.49 	67.42 	68.18 	65.74 	73.03 	74.57 	72.71 	74.78 	75.20 	79.38 	84.12 	90.35 	91.86 	88.10 	90.71 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,FR	45.93 	47.83 	46.75 	52.36 	55.97 	59.94 	60.58 	60.47 	67.96 	68.54 	67.11 	70.26 	69.79 b	68.29 	66.07 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,HR	36.01 	35.16 	34.20 	43.37 	39.66 	44.96 	42.02 	40.97 	41.98 	45.38 	48.28 	54.17 	55.97 	56.17 	58.09 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,HU	28.08 	24.12 	32.25 	31.90 	35.77 	34.17 	36.89 	39.46 	42.66 	44.58 	48.29 	57.46 	61.95 	61.99 	63.65 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,IE	48.22 	44.14 	45.51 	49.15 	46.24 	48.60 	59.05 	55.95 	63.54 	63.08 	65.26 	67.38 	69.84 	72.18 	68.82 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,IS	97.89 	: 	100.00 	100.00 	100.00 	: 	: 	: 	: 	: 	100.00 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,IT	33.11 	35.51 	36.26 	38.63 	40.65 	42.72 	44.19 	45.74 	48.20 	50.58 	55.24 	54.76 	55.15 	53.93 	57.26 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,LT	23.92 	30.61 	38.54 	37.65 	36.21 	35.66 	35.68 	39.61 	39.85 	45.67 	52.75 	57.19 	63.09 	72.12 	62.81 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,LU	52.09 	52.19 	: c	54.02 	41.27 	42.00 	43.52 	44.37 	43.09 	45.21 	49.22 	51.72 	52.02 	57.35 	57.83 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,LV	24.08 	37.35 	41.11 	41.19 	41.95 	: u	49.79 	45.10 	49.18 	50.20 	46.32 	56.45 	57.51 	62.23 	65.52 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,ME	: 	: 	: 	: 	: 	: 	47.76 	55.53 	58.66 	62.18 	47.66 	55.90 	69.90 	72.33 	64.74 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,MK	18.26 	17.26 	23.90 	20.20 	22.58 	22.37 	19.90 	: 	: 	: 	30.36 	29.37 	: u	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,MT	28.50 	31.86 	36.27 	38.91 	43.05 	45.48 	43.25 	40.92 	38.47 	43.11 	46.38 	46.24 	51.52 	56.27 	54.38 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,NL	57.98 	57.91 	59.95 	59.68 	64.40 	62.64 	63.07 	68.84 	70.36 	69.03 	72.38 	73.96 	76.27 	78.89 	78.23 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,NO	66.21 	68.37 	67.11 	66.54 	68.03 	71.25 	76.26 	76.78 	72.53 	75.98 	83.22 	83.44 	86.78 	89.80 	89.76 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,PL	34.76 	36.24 	37.56 	38.57 	37.69 	41.23 	42.40 	42.09 	42.46 	46.10 	52.26 	55.27 	57.01 	58.29 	60.74 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,PT	27.78 	30.31 	31.66 	33.40 	34.11 	35.09 	33.85 	38.88 	36.01 	37.63 	44.55 	46.06 	49.86 	52.26 	51.47 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,RO	25.41 	29.87 	31.06 	33.24 	34.11 	35.70 	33.14 	41.42 	43.76 	40.17 	44.39 	45.53 	48.89 	50.78 	52.44 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,RS	: 	: 	: 	: 	31.08 	: 	: 	43.03 	42.68 	41.28 	45.80 	45.13 	55.26 	53.15 	55.07 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,SE	67.75 	68.70 	73.90 	74.10 	72.52 	75.03 	75.59 	79.29 	78.17 	82.86 	83.78 	83.47 	82.10 	87.14 b	89.16 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,SI	39.27 	42.12 	46.68 	48.73 	46.53 	47.80 	51.31 	52.30 	55.10 	52.57 	54.58 	59.60 	61.15 	61.07 	64.27 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,SK	30.28 	31.79 	34.26 	33.70 	33.62 	35.68 	38.69 	40.97 	42.32 	43.41 	45.88 	48.66 	50.46 	53.53 	54.76 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,TR	23.55 	: 	: 	: 	: 	24.82 	23.03 	22.22 	24.70 	26.49 	: 	56.45 	62.88 	64.67 	63.90 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP,UK	48.05 	: 	51.67 	51.05 	52.67 	56.83 	55.39 	56.94 	58.71 	61.07 	61.77 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,AT	75.56 	: 	82.17 	78.89 	82.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,BA	: 	: 	: 	: 	: 	: 	: 	: 	85.18 	84.82 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,BE	77.01 	74.33 	79.13 	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,BG	71.70 	74.81 	79.52 	77.79 	77.87 	76.07 	80.89 	83.87 	84.32 	83.90 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,CY	79.22 	79.45 	77.07 	84.49 	74.11 	82.85 	76.42 	80.82 	82.35 	84.88 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,CZ	68.34 	69.42 	72.01 	73.61 	73.70 	74.09 	76.27 	78.76 	79.29 	78.79 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,DE	76.48 	81.59 	82.37 	81.32 	: 	: 	86.90 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,DK	: 	: 	: 	: 	: 	100.00 	: 	: 	79.27 	80.88 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EA	77.12 	78.91 	80.12 	81.09 	83.70 	84.66 	86.13 	88.38 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EE	89.66 	92.37 	90.01 	93.14 	89.57 	88.41 	91.49 	90.10 	92.74 	90.24 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EL	81.22 	72.33 	74.45 	76.18 	72.25 	85.39 	84.88 	82.04 	82.62 	87.26 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,ES	75.08 	76.89 	82.02 	80.77 	79.38 	79.23 	81.23 	81.73 	83.21 	84.20 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EU15	78.43 	79.00 	80.71 	82.69 	85.90 	87.01 	87.66 	90.18 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EU25	77.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE250,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EU27_2007	77.85 	78.23 	80.21 	82.07 	84.72 	86.00 	86.61 	88.71 	88.36 	: 	: 	: 	: 	: 	: 
